village,latitude,longitude
Pinnathāngal,12.7516184,79.3924426
Vembi,12.7333681,79.4092654
Melpulam,12.7298309,79.4065189
Kodāli,12.7287634,79.4311523
Sittanthāngal,12.7387679,79.4245863
Pennāgaram,12.7180469,79.4011545
Pāriyamangalam,12.7099255,79.3898677
Rāndamkorattūr,12.719554,79.3831729
Senkanavaram,12.7275914,79.3681525
Kuttiyam,12.7468466,79.3720149
Vellambi,12.7598222,79.3811988
Nambithāngal,12.7769587,79.3635043
Pindithāngal,12.780749,79.3803405
Malaiyūr,12.7665608,79.3624878
Seyyāttuvannān,12.7670212,79.3546342
Varadarāyapuram,12.7666864,79.3439483
Vettitāngal,12.7696161,79.3375539
Nangamangalam,12.7507602,79.3202645
Valaiyāttūr,12.7540042,79.3327045
Pallanārāyankolam,12.7529159,79.3487978
Mottūr,12.7478512,79.3384122
Sangītapādi,12.7312751,79.3172979
Perumāntāngal,12.730396,79.3215894
Perumānthāngal,12.7341738,79.3418562
Airamangalam,12.7302704,79.3524885
Chinnattūr,12.7257076,79.3346786
Ladapuram,12.7254146,79.331417
Seyambedi,12.7064926,79.3458795
Mattathāri,12.7076648,79.34412
Paracheri,12.7151165,79.339571
Oddantāngal,12.712814,79.3580246
Vadakkumodu,12.7048599,79.3708992
Ogaiyūr,12.693598,79.3672514
Māmbākkam,12.6791118,79.3972063
Panaiyūr,12.6949378,79.3729591
Akkūr,12.691421,79.3856406
Marudam,12.7063251,79.4378471
Kuppudisātham,12.6965287,79.4099521
Donimedu,12.7059902,79.4193077
Pāli,12.7141536,79.428277
Pāpperi,12.8349416,79.3910694
Kīrambādi,12.822221,79.4008112
Karivedu,12.8265729,79.3790102
Kīlpādi,12.8092905,79.3472957
Kaniyanūr,12.8009628,79.3529176
Kīlnattam,12.8043525,79.3833446
Velur,12.8118851,79.3891382
Olalai,12.8125128,79.3702983
Sembedu,12.8030971,79.3830013
Nethappākkam,12.792551,79.3897819
Pūtteri,12.8390148,79.445231
Annaitāngal,12.8382905,79.4387038
Kadappanthāngal,12.8328704,79.4110894
Kurumudithāngal,12.8220118,79.4374931
Mulluvādi,12.8156513,79.4309806
Sanjīvirāyanpettai,12.8340001,79.3004536
Mosūr,12.7758104,79.310131
Reddipālaiyam,12.7720855,79.3051529
Dāmarapākkam,12.7611615,79.3088436
Vannakambādi,12.7657656,79.3136501
Pālaiyam,12.7752245,79.3219757
Marudāmbādi,12.835904,79.3104315
Durgam,12.8029715,79.2880511
Melathāngal,12.8031598,79.2940378
Mettugudisai,12.793388,79.2977929
Kalarpālaiyampudunattam,12.7993307,79.2999601
Nagamporavadi,12.792844,79.3005609
Paradarāmi,12.7948946,79.3164825
Dinkanahalli,13.5722897,76.4490241
Kallenahalli,13.4344954,76.5676904
Kengalapura,13.4749599,76.430254
Kankere,13.4805574,76.4555258
Tumbuganahalli,13.4865982,77.2882819
Gollarahatti,13.7926763,76.7907643
Jayanagara,13.7651465,76.8318128
Panjiganahalli,13.763771,76.8419408
,13.6749015,76.9098759
Kanchiganahalli,13.6640127,76.9057774
Byadarahalli,13.5110257,76.9344985
Obalapura,13.8156397,77.3956132
Dadagondanahalli,13.7787555,77.3153829
Huvinahalli,13.7704818,77.2937107
Sadarahalli,13.7948228,77.2810506
Tippagondanahalli,13.7785367,77.2009063
Nilihalli,13.7893004,77.2060776
Galihalli,13.7691167,77.197516
Chandrabhavi,13.894421,77.241472
Gollarahatti,13.8494086,77.1676469
Gottuguriki,13.8409135,77.1425199
Kempapura,13.6971103,77.3415613
Chikkatimmanahalli,13.6145817,77.0975017
Madenahalli,13.6337256,77.0883393
Virannanahalli,13.6344241,77.0492971
Borakunte,13.6086224,77.0478219
Virapura,13.7031873,77.3438626
Venkatapura,13.7065957,77.3552513
,13.7650215,77.2653436
Gollarahatti,13.7560386,77.2546792
Shobenahalli,13.7668222,77.2382935
Narappanahalli,13.8794543,77.2148403
Mallinayakanapalli,13.9523415,77.2918975
Melchengam,12.2772553,78.7249803
Chingārupalli,13.4334049,79.1117924
Kāpapalli,13.4324501,79.075191
Tirumalakondipalli,13.4365407,79.0832591
Bandarlapalle,13.4569823,79.0811562
Vankāyalapātivāndlapalli,13.4709117,79.1383624
Gadanki,13.4586622,79.173038
Nendragunta,13.454165,79.1590154
Rāmāpuram,13.4556319,79.158683
Samireddipalli,13.4372085,79.1268396
Vattanallapalli,13.4531216,79.1016698
Gorpadu,13.4662374,79.1165828
Neikuppi,12.553244,80.1272392
Narasankuppam,12.5646796,80.1200938
Rāmayapuram,12.5628156,80.1196646
Amaippākkam,12.5730779,80.1202655
Nattamkariyacheri,12.5780204,80.1145148
Nallūr,12.5823974,80.1206946
Pattikkādu,12.5930987,80.106833
Achcharapākkam,12.5986482,80.09619
Īgai,12.6013312,80.083884
Puliyūr,12.6097676,80.0971985
Kottimangalam,12.6150026,80.0838518
Pulikkunram,12.6193999,80.0816202
Nelvāy,12.6259538,80.0946665
Nandimantāngal,12.6181226,80.1250505
Nallāmpettai,12.6121587,80.1447192
Perumāleri,12.6079458,80.1538038
Vadakadampādi,12.6114428,80.1486325
Pūnjeri,12.6158244,80.1761091
Kūttavākkam,12.6263202,80.1704335
Paiyanūr,12.6487133,80.1715278
Mamavettu,12.6408827,80.1746177
Pudupattanam,12.5085441,80.1497537
Vittalapuram,12.5137288,80.1419806
Elayanarkuppam,12.5144515,80.142957
Nathavedu,12.547568,80.1518726
Edaiyūr,12.5651639,80.1776916
Kunnattūr,12.5696066,80.1555043
Kilākalani,12.5776016,80.1607132
Venpurushanattam,12.6021244,80.1850676
Kokkilamedu,12.5965331,80.1835549
Karayarkuppam,12.5877377,80.1870203
Ārambākkam,12.5576319,80.1412725
Kammarapālaiyam,12.5315444,80.1347279
Pūntandalam,12.5308532,80.1389336
Solaikuppam,12.5273132,80.143075
Amayāmpattu,12.6483887,80.1172078
Arunkunram,12.6445258,80.1104057
Melkanakkampattu,12.6493413,80.1046228
Tandarai,12.6614426,80.0481032
Periyairumbedu,12.6792584,80.0640034
Orattūr,12.6715963,80.0499058
Sinnairumbedu,12.6683304,80.0656772
Amirdampallam,12.6628138,80.059905
Periyavippedu,12.6646562,80.0794744
Sinnavippedu,12.6607307,80.0748825
Kattakalani,12.6583231,80.0697434
Oragadam,12.6455203,80.0652158
Desamugioettal,12.6197611,80.0558013
Muttigainallānkuppam,12.5938945,80.0548303
Mangalam,12.5983131,80.068767
Tirukkalikkunram,12.6080348,80.055517
Rudrakoti,12.6021034,80.0617075
Vadakkupattu,12.6038834,80.0726723
Kangolipettai,12.6101026,80.0653338
Irumpili,12.6181644,80.0654197
Kalanippākkam,12.6395218,80.0942588
Melappattu,12.6356064,80.0920057
Āndikuppam,12.633366,80.1150727
Kāranai,12.627765,80.1384509
Mannavedu Devadānam,12.6347061,80.125544
Panjantirutti,12.6544499,80.1443195
Dakshināvarti,12.65244,80.1408004
Kunnappattu,12.6450702,80.1388263
Santanampattu,12.6572972,80.1280975
Dandapalya,14.1115633,77.2131156
Yarrapalya,14.1230502,77.2276211
Gaudatimmanahalli,14.1206363,77.2350669
Reddivarehalli,14.2140925,77.4628401
Ramayyanapalya,14.1084105,77.1385181
Hosur,16.3113039,75.9164329
Nagasampagi,16.3014172,75.9366118
Chitaginakoppa,16.2642008,75.9568976
Devalapura,16.2482086,75.9607074
Kotanalli,16.0224525,75.8463999
Kataginahalli,16.017192,75.8418271
Lakkasakoppa,16.0609429,75.6223604
Hangaragi,16.0608231,75.6587088
Akkivata,16.3102359,74.4916397
Kagihal Tanda,15.8489115,74.9987825
Kunabenchi,16.0318288,75.9259658
Madapur,16.0978944,75.9479244
Kootaranatti,15.9587648,74.8747876
Nayanagara,15.7679509,74.8688335
Inam Budihal,16.1224553,75.9182771
Nagadenahalli,13.361187,78.0176067
Narayanahalli,13.3788691,78.0261469
Vaddahalli,13.3860605,78.0102146
Chokkahalli,13.4228494,78.0385923
Shinganahalli,13.3593916,78.1378126
Brahmanadinne Jodi,13.3481595,78.0783319
Kachihalli,13.3583947,78.0769157
Nernakallu,13.3095947,78.0213833
Subarāyapettai,12.6883647,80.0530386
Periyaputteri,12.6964031,80.0497556
Pulikāducheri,12.6897463,80.0400138
Porundavākkam,12.6846698,80.041548
Nemmāli,12.6656716,80.0198221
Kilavedu,12.6591396,80.0104236
Mettukuppam,12.6286549,80.0193071
Tiruvadisūlam,12.6967799,80.0298428
Pattaravākkam,12.7036248,80.0103807
Tenūr,12.6932003,80.0087714
Ammanambākkam,12.6986847,79.995532
Mullālinattam,12.6749877,80.0074625
Vallam,12.6808494,79.9964547
Ālappākkam,12.6761391,79.9952531
Melamayyūr,12.6731036,79.9890733
Lakshmipuram,12.6668649,79.9830222
Tirumani,12.6530053,79.9861765
Sirianmodunattam,12.643861,80.000655
Kandigai,12.6391868,79.9892664
Sānikkalani,12.6470383,79.9932575
Meleripākkam,12.6551198,80.0071835
Alagusamudram,12.6453633,80.0148761
Melūr,12.6530681,80.0227296
Pulleri,12.6544394,80.0263131
Tunjam,12.6596002,80.0195002
Santhakuppam,12.7191981,80.0646043
Mantasantakuppam,12.7180259,80.0622868
Peruntandalam,12.7034155,80.0620293
Valarkunram,12.6900472,80.0680992
Konerikkuppam,12.6923839,80.0626945
Kariperi,12.7032062,80.0529957
Reddikuppam,12.6966543,80.0550341
Senneri,12.7001082,80.0501418
Tenmelpākkam,12.7392179,80.0189745
Kachchādimangalam,12.7458459,80.0240386
Tirutteri,12.7559086,79.9993086
Venkatāpuram,12.767063,79.9744391
Kolattūr,12.7800376,79.9744176
Ammāpettai,12.7405469,80.1295995
Kīlūr,12.7383493,80.1091718
Vengur,12.7349169,80.1143646
Kāttūr,12.7359215,80.1421308
Kānkolipettai,12.7260843,80.1401567
Vadakandigai,12.7446229,80.1613247
Illalūr,12.7363244,80.159753
Chinnavengādu,12.7383729,80.1753869
Mettukuppam,12.7439374,80.1836729
Kannagappattu,12.735325,80.1903784
Mettuteruvu,12.7147711,80.1875085
Tandalam,12.708502,80.1916981
Venguleri,12.6956495,80.1851749
Mailai,12.7060321,80.1089144
Kottamedu,12.7207064,80.1119935
Pākkam,12.7261471,80.0972414
Melūr,12.7367377,80.0950312
Karikkamedu,12.6526912,80.1663351
Adigāmanallūr,12.6624894,80.1669359
Āmūr,12.6669277,80.1446199
Porundavākkam,12.6714079,80.1460361
Oddarpālaiyam,12.6751761,80.1461219
Sirudāvūr,12.6835499,80.1591682
Achcharavākkam,12.690772,80.1304149
Madayattūr,12.7031016,80.1463365
Chettipattu Rāmayankuppam,12.704525,80.1436758
Galiveedu,14.0234361,78.5060477
Kariyapalli,13.5968545,78.1099605
Phasalanaykanahalli,13.507711,78.1562743
Naravamakalahalli,13.5087516,78.1323409
Hanumantapuram,12.7271308,80.0610852
Dāsarikuppam,12.7338076,80.0641322
Maruderi,12.7451513,80.0755477
Sengādu,12.7469303,80.1845956
Kālavākkam,12.7453188,80.1950454
Thaiyur,12.7743142,80.1941657
Vadanemmeli,12.7460513,80.2385831
Nemali,12.7279262,80.2299571
Krishnānkāranai,12.6922478,80.2167982
Pattavanankuppam,12.6875011,80.2205868
Pallinattam,12.6623559,80.2084082
Saluvankuppam,12.6571978,80.2049321
Devaneri,12.6512675,80.2077618
Kadampādi,12.5960305,80.1484823
Mettupālaiyam,12.7368842,80.0554848
Kondamangalam,12.7444607,80.0470519
Thimmapuram,12.708209,79.9632597
Pulippākkam,12.7123692,79.9767029
Rajākulipettai,12.7165607,79.9812841
Kāndalūr,12.7203284,79.9762416
Vadakāl,12.7489185,79.9644184
Cettipunyam,12.7512991,79.9763542
Angūr Reserved Forest,12.730375,80.0209165
Hanumanthai,12.7209981,80.0034284
Devaganahalli,13.5653803,77.96628
Siddhapura,13.4529442,77.9345655
Marihalli,13.497829,77.9084086
Vichchūr,12.7082508,79.9223775
Tiruvānakoil,12.7117726,79.9190247
Molaginimeni,12.7147292,79.9130058
Kaliyappettai,12.7210714,79.9265993
Orakkāttupettai,12.717398,79.9351394
Kāvittandalam,12.714656,79.9335408
Pilāppūr,12.6923211,79.9378967
Mandapar,12.6892439,79.9284339
Sidandi,12.6884484,79.9190998
Attiyūr,12.6826706,79.928348
Sambādinallūr,12.6768718,79.9310303
Maiyūr,12.6712822,79.9386262
Karumbākkam,12.732175,79.9084139
Edaiyankodumāntāngal,12.7409864,79.9514794
Āttūr,12.7313588,79.9490118
Nerkunram,12.6900289,79.8531496
Ānambākkam,12.7022852,79.8458648
Vizhuthavādi,12.7114744,79.8433113
Nīrkunram,12.7090882,79.8514652
Sirudāmūr,12.7121861,79.8555851
Patta,12.7182562,79.865241
Kavanippākkam,12.7215633,79.8936939
Teradikuppam,12.6974916,79.8824501
Porpandal,12.6966961,79.8847675
Edamichi,12.6909604,79.8727512
Kidangarai,12.686355,79.8807334
Palaveli,12.670403,79.9575305
Vedanārāyanapuram,12.6532146,79.9654054
Puduppākkam,12.6325285,79.9707484
Irunkunrapalli,12.6462217,79.9521231
Māmandūr,12.6434999,79.9331116
Vadapattu,12.657381,79.9324679
Siruppanaiyūr,12.655727,79.9175119
Māmbākkam,12.662594,79.9100017
Gurumpirai,12.6653052,79.8876428
Sālavākkam,12.6700549,79.8912665
Sitapuram,12.6726011,79.889059
Ālappākkam,12.6718265,79.9069762
Annadūr,12.6880088,79.9089503
Sittanakkāvūr,12.6958797,79.898436
Tandarai,12.700778,79.9066973
Peranakkāvūr,12.7121861,79.8932004
Māmbākkam,12.7135047,79.9077272
Palur,12.7671049,79.914701
Melmanapākkam,12.7785727,79.8949599
Melacheri,12.7788866,79.8991227
Melacheri,12.7728389,79.895947
Pazhaya Sreevaram,12.7760981,79.869951
Tirumakkūdal,12.7578549,79.8606062
Sītāpuram,12.7395763,79.8922321
Palaveri,12.741112,79.881463
Pināyūr,12.7536693,79.8897886
Sāttananjeri,12.7417399,79.9191427
Guruvānjeri,12.7452769,79.9059462
Sittananjori,12.7456118,79.9044227
Arumpuliyūr,12.7342471,79.8971057
Amurutimmanahalli,13.5527915,77.8551292
Dyavarahalli,13.5575788,77.8674245
Ammagarahalli,13.5512269,77.8622264
Hanumantapura,13.4084945,77.8562128
Padūr,12.7092556,79.823184
Sirumailūr,12.7206423,79.8312521
Vayalakkāvūr,12.7360471,79.8220253
Sittālapākkam,12.7326564,79.8359298
Arunkunnam,12.7350215,79.8644686
Pullambākkam,12.7540748,79.836579
Madūr,12.7434142,79.8499202
Kunnavākkam,12.6688956,79.8204803
Vendivākkam,12.6804098,79.8189139
Sinnalampādi,12.6820426,79.8440623
Sirukalattūr,12.698601,79.792403
Nariyamputtūr,12.6894741,79.8004174
Nariyambākkam,12.6991662,79.8071337
Kāttānkulam,12.7028085,79.8209095
Malayankulam,12.7084393,79.8062324
Kāvāmpayar,12.7162886,79.787929
Cochikalmedu,12.7183922,79.7980249
Neyyādippākkam,12.7295901,79.80489
Bāleswaram,12.6651691,79.8457145
Edayāmpūdūr,12.6612751,79.8635459
Maiyūr,12.6711985,79.8618078
Māmbūdur,12.6711148,79.8503494
Brahmanarahalli,13.6590711,77.6953769
Junjurampalle,14.6443186,77.00232
Karisalpatti,9.8017963,77.9774246
Vādāvūr,12.6630127,79.808228
Sadachivākkam,12.6547684,79.8211325
Ālanjeri,12.6478129,79.8252547
Vellattodu,12.6416679,79.828527
Vinnamangalam,12.6474884,79.840039
Sevanthankulam,12.6510895,79.8453176
Kaitandalam,12.6494251,79.8584819
Pullippākkam,12.6549105,79.8773431
Yendamuru,16.8495065,82.1296253
Gummanayakana Palya,13.8011993,77.9300862
Tungetidinne,13.7941819,77.9218304
Maddepalli,13.8468096,77.9361534
Hirenagavalli,13.6270629,77.7580547
Venkatapura,13.7443901,78.0679719
Gurunāthpuram,12.8689682,78.8098696
Lakshmiambapuram,12.8684975,78.8037944
Ammattampattu,12.8605273,78.8066911
Elaitripūr,12.8643346,78.8166046
Kulidikki,12.8646903,78.8224625
Kulidikki,12.8548424,78.815285
Vengili Shrotriyam,12.8492097,78.8005542
Pachaikuppam,12.8237693,78.7639582
Reddimankuppam,12.8276399,78.7552357
Rājakkal,12.83604,78.7588084
Alinjikuppam,12.83763,78.7611794
Sikkujonni,12.7866396,78.7925827
Melpatti,12.8607313,78.7926632
Chamarasikuppam,12.8565108,78.7738824
Chokkarasikuppam,12.854105,78.7725734
Pudūr,12.8543142,78.7791127
Kammarapattu,12.853331,78.7790966
Melvayattanankuppam,12.8495863,78.7754917
Melmurungi,12.8478917,78.7745046
Kīlmurungi,12.8447327,78.7828731
Vadapudupattu,12.8339269,78.775658
Akkamanahalli,13.9518938,77.4325579
Tadikonda,16.4183389,80.4546278
Dondapadu,16.5462864,80.4526182
Mandadam,16.5207776,80.5233562
Krishnayapalem,16.4880654,80.5569076
Banavaram,13.0124345,79.4880755
Ainavolu,16.4873041,80.5032849
Gangāvaram,13.2193752,78.7381729
Chinnūr,13.2180337,78.747468
Ratlagunta,13.2173444,78.7457943
Nalsanpalle,13.2299821,78.7484121
Motagapalle,13.2292928,78.7425113
Nagalagutta,13.2350056,78.7440991
Thallapalle,13.2412012,78.6950634
Tamireddipalle,13.2420134,78.7094021
Uyyalamitta,13.2326766,78.7097668
Kurnipalle,13.2288123,78.7179637
Kottapeta,13.2333032,78.7291968
Gundalapalle,13.2474649,78.7408161
Melumoy,13.2416165,78.7376833
Mittūru,13.2531564,78.7175453
Moleru,13.2493133,78.7239396
Chinnamanāyanipalle,13.2525507,78.7313533
Chāmarājupalle,13.2592029,78.7264394
,11.9733754,76.0279012
Annāmalaiputheri,12.5144306,80.0798177
Bommarāyapuram,12.5038726,80.0792599
Panankāttuchcheri,12.501275,80.0907826
Nallāttūr,12.5069521,80.095396
Lattūr,12.5180126,80.1003527
Angamampattu,12.5255117,80.0967049
Perambākkam,12.5283815,80.0997734
Chittrambākkam,12.5302248,80.1094508
Merkāndai,12.5259098,80.1183986
Punnappattu,12.5288004,80.1213169
Vīttalāpuram,12.5200655,80.130887
Ayappakkam,12.5057641,80.1129406
Vasavasamudram,12.507392,80.1285266
Zamin Uthukuli,10.652022,76.9794072
Oddepalle,13.3344005,79.1060954
Korlamitta,13.3568654,79.0942132
Sanatam,13.3528257,79.1006344
Kottapalli,13.3783087,79.0937057
Rangampeta,13.3671995,79.0827441
Thenepalle,13.3691201,79.0843534
Kottur,13.3709196,79.0905017
Akanambattu,13.3650909,79.0940523
Purravāndlapalli,13.3562548,79.1118729
Anantāpuram,13.3548403,79.1076457
Nagireddipalli,13.3597047,79.1042232
Jangālapalli,13.3334296,79.0252805
Palakuru,13.3283246,79.0683246
Tirumalayyagāripalli,13.3339516,79.0537655
Yegavapālakūr,13.3290762,79.0643549
Yegavapālakūr,13.3274267,79.06075
Mudigolam,13.3283559,79.0441632
Gājulapalli,13.3269256,79.0365243
Chintagumpalapalli,13.3196384,79.0211177
Hastināpuram,13.3105344,79.0380263
Madepattapalli,13.3195967,79.0301728
Kothakota,13.4071117,79.1102099
Motakampalli,13.4097626,79.102292
Dommavāndlapalli,13.3962159,79.1131067
Vepanapalle,13.3840252,79.0828514
Pudupatti,9.7769203,77.9202621
Chinna Sengappadai,9.7701571,77.9211174
Sengappadai,9.7613636,77.9383129
Sanimallampatti,9.7582736,77.9524178
Karisalkalampatti,9.7561845,77.9582522
Nadukottai,9.7896777,77.9901838
Yerrepalli,13.3602684,79.0259886
Timmareddipalli,13.3868433,79.0688824
Duggandlagundlapalli,13.388889,79.0525317
Thalupulapalle,13.3953235,79.0565067
Ramāpuram,13.3534624,79.0530896
Maddulapalli,13.3549239,79.0619302
Petapalli,13.3431487,79.0619087
Kichannagaripalli,13.3353505,79.0761137
Kotakonapalli,13.33914,79.0710711
Nallaguttpalli,13.3433784,79.0749657
Gāndlapalli,13.3432113,79.0832162
Jeritepalli,13.3456541,79.0868854
Peta Agraharam,13.3494122,79.0821218
Pulluru,13.3440987,79.0306342
Lamani Thanda,15.0448621,75.1374985
Pudukuppam,12.7257285,78.9502644
Chinnakottansatti,12.7391342,78.9578229
Periyakottansetti,12.7354401,78.9506292
Kunukkanūr,12.7311913,78.9594376
Nareamaduvu,12.7256291,78.9621037
Sengadu,12.7278006,78.9794791
Tekkumārathur,12.7283239,78.9830303
Chinnayettikuttai,12.7341006,78.9813781
Melninjamanthai,12.7407765,78.9695683
Kilninjamanthai,12.7379621,78.9708289
Konūr,12.7316832,78.9752519
Periyayettipatti,12.7316308,78.9731812
Mūlanūi,12.7281826,78.9678597
Kavaliyūr,12.7405574,78.9769471
Nāyakkanūr,12.7487511,78.9670122
Muthankudisai,12.7457007,78.9725053
Kattipattu,12.7181934,78.9367676
Puliyamathūr,12.7099673,78.9343214
Pudūr,12.7123116,78.9401364
Settatūr,12.7096847,78.9515358
Korathūr,12.7101766,78.9472711
Thenandūr,12.7142478,78.946048
Thangamalai,12.7200144,78.9734387
Pillaiyarkottai,12.7177748,78.9638042
Kilkuppachchiyūr,12.7217464,78.9605883
Melkuppāchchiyūr,12.7240017,78.9546847
Kunrani,12.749944,78.9961195
Yellithemarathūr,12.7491069,78.9952612
Yalavandapudūr,12.7518354,78.9965916
Selathūr,12.7482279,78.9862758
Ellaparai,12.7597698,78.9813513
Kīlkuppachiyūr,12.6903743,79.00496
Chinnavirapathi,12.6934724,78.9994883
Velliyūr,12.695796,78.9902186
Chinnapanaparai,12.6974079,78.9722585
Melkuppamchinnavūr,12.6987057,79.0038013
Konerikudisai,12.7028085,78.9951753
Kulayam,12.7047761,79.0219545
Kuranur,12.714533,79.0245536
Thanrimarathur,12.7218354,79.0294218
Pelampattu,12.7129815,78.9995956
Chinanūr,12.7169584,78.9908623
Salathumadikai,12.7237819,79.0012693
Nekkini,12.7283657,79.0138006
Teniyūr,12.7443194,78.9944512
Sanarkuppam,12.6684664,79.0063333
Thathankuppam,12.6668021,79.0040696
Chinnathankuppam,12.6595269,78.99885
Muttunattūr,12.6619241,78.9971763
Pattanūr,12.6641223,78.9945048
Kuppamkaniyūr,12.6656611,78.9907497
Kovilandūr,12.6660065,78.9774942
Ruthur,12.6666974,78.9757132
Pudūr,12.6701727,78.9814639
Kovilūr,12.6697749,78.9896822
Chinnakovilūr,12.6707588,78.9879656
Nambiyapattu,12.6765997,78.9877724
Najupattu,12.6807447,79.0042305
Melnambiyapattu,12.681289,78.9818286
Periyavirapattu,12.681917,78.994832
Muthalaimaduru,12.6844291,79.0059471
Pattariyanūr,12.6866481,78.9975786
Koraimaduvu,12.6838377,78.9470109
Jonūr,12.6747783,78.9615673
Periyapanaparai,12.6885949,78.9612508
Irumbili,12.7463024,79.1221404
Reddipālaiyam,12.7469826,79.1185516
Nipalampatti,12.7394167,79.061737
Kondathur,12.7470349,79.0697622
Podakote,12.228964,75.7973814
Chembebelluru,12.2326811,75.8106261
Puliyeri,12.2677047,75.8695596
Kambampettai,12.734132,79.1343284
Sanarpālaiyam,12.7389563,79.132719
Shenbagatope,12.6261423,79.044528
Melpuligankuppam,12.6420971,79.0190363
Puliyankuppam,12.6429346,79.0242719
Melmurukkamandai,12.649802,79.0292501
Murukkamandai,12.6520631,79.0370178
Nirtumbai,12.6630756,79.039464
Malligaimaduvu,12.6585534,79.0233707
Nagalur,12.660647,79.0234994
Palathur,12.6657135,79.0147876
Elantampattu,12.6718266,79.0517377
Palaparampattu,12.7130652,79.0458154
Kānamalai,12.6925932,79.0543985
Anantapuram,12.6884275,79.1237712
Padavedu,12.6729361,79.1046524
Mullavadi,12.6871767,78.9030254
Kudikam,12.6820008,78.92591
Kīlkanavayūr,12.644798,79.0008402
Seramarathūr,12.6454994,78.9924931
Paduvanūr,12.649781,78.9775908
Pulikuntaravali,12.6482945,78.9851761
Pudupattuvali,12.6542824,78.9943385
Nadanūr,12.6565435,78.9903796
Machur,12.6594327,78.9878797
Kummulaūr,12.6604795,78.9861631
Valethambe,12.6405896,78.971529
Sengādu,12.6253466,78.9934587
Kammambattu,12.6356902,79.0055608
Melkanavayur,12.6400033,79.0052175
Attimalaippattu,12.7239913,79.1829514
Onnupuram,12.7212284,79.1810202
Ramasāmikuppam,12.713421,79.1716647
Vannānkulam,12.7174399,79.1624164
Vannānkulam,12.7108674,79.1610002
Kunjantāngal,12.7023898,79.1590047
Chinnayyampālaiyam,12.6918763,79.1613731
Somantāngal,12.6922452,79.1562688
Puttūr,12.6977846,79.1454327
Vāliyūr,12.6950947,79.1352188
Tangalnattam,12.7015839,79.1419244
Tovarandal,12.7070891,79.1337919
Kongarampatti,12.7487563,79.1641813
Vallam,12.7537321,79.1519451
Alagusenai,12.7295797,79.1518593
Kolattūr,12.7341006,79.1431045
Āndipālaiyam,12.717712,79.144113
Ariyankuppam,12.7125419,79.141345
Kuppam,12.7220551,79.1384053
Kalkuppam,12.7174189,79.1360128
Melkuppam,12.718905,79.1302192
Renukapuram,12.7127512,79.1272151
Kālasamudram,12.7024212,79.1216147
Rasankuttai,12.6984126,79.1200375
Cheri,12.6753645,79.2193436
Sembarāyanallūr,12.6755111,79.2136788
Kudisaikarai,12.68288,79.2089796
Sedarampattu,12.6791654,79.1969097
Kannidagudisai,12.6748516,79.1851938
Settiyandal,12.6762333,79.1897535
Pālaiyam,12.6811043,79.1897823
Ekambaranellūr,12.6842826,79.1776085
Ayyampālaiyam,12.6925514,79.1802478
Melnagar,12.6967171,79.194839
Varavavtāngal,12.7028713,79.186964
Onnupuram,12.7125236,79.1809558
Vellūr,12.6600399,79.1799474
Paracheri,12.6533612,79.176321
Kānkarānandal,12.6477711,79.1695833
Pushpagiri,12.6469964,79.1626739
Santavāsal,12.6453214,79.1605496
Reddipālaiyam,12.6528796,79.1592514
Chinnapushpagiri,12.6527226,79.154005
Tuluvapushpagiri,12.6623009,79.1546273
Kāmakkūr,12.6753855,79.2328191
Kasikavundanpudur,11.0039035,77.1443438
Kalangal,10.9928968,77.1377461
Cheruvulopalem,16.1994382,80.5194105
Pathareddipalem,16.1948225,80.5137457
Yarikollai,12.8270227,78.9910769
Alleri,12.809165,78.99127
Kandapagavundankottayi,12.7897052,78.9419603
Chinnakottūr,12.7801317,78.9371323
Pinnātturai,12.779912,78.9349222
Seshamarajakottayi,12.7764382,78.9335704
Bommarajakottai,12.7723785,78.9267897
Konerikavundankottayi,12.7660167,78.921318
Kalluttai,12.7635891,78.8940453
Chinnaserpadi,12.7518276,78.8959765
Serpadi,12.753753,78.8929295
Kerakutti,12.757834,78.8968777
Erivūr,12.7548831,78.909924
Appukallu,12.8601926,78.987987
Reddiyūr,12.862954,78.9834809
Nārāyanapuram,12.8644602,78.9652419
Eriputtūr,12.8548477,78.9584291
Vāniyambādi,12.8536448,78.9625597
Devisettikuppam,12.8486997,78.9251214
Karadikudi,12.8465319,78.9292788
Rājapuram,12.8519293,78.9315319
Sandrankottai,12.82787,78.9370465
Pichanattam,12.8335608,78.9424646
Chinnaongapādi,12.831887,78.9429045
Ongapādi,12.8235077,78.946048
Pudukuppam,12.8167811,78.9487409
Varadalampāttu,12.8130253,78.9495134
Kīlkottūr,12.7975312,78.9444923
Vasantanadai,12.9002292,78.9887595
Velankādu,12.8904612,78.9999175
Pallathūr,12.8909632,78.9829337
Mottūr,12.8900167,78.977568
Sileri,12.8834121,78.9955616
Genganellūr,12.8745116,78.9908624
Anaikkattu,12.8765302,78.9871073
Chinnaanaikat,12.8729322,78.9881158
Kottaiyūr,12.8725976,78.9777946
Unai,12.8805073,78.974761
Chinnaūnai,12.8711333,78.9809703
Maragalli,12.7423259,75.8398246
Hanase,12.6777825,75.8822465
Hosuru,12.6929491,75.8436119
Melarasampattu,12.6867318,78.8773513
Talamadugu,12.7016572,78.8781667
Kolandakavandan Kottāyi,12.7141746,78.8738107
Munisāmināyakkan Kottāyi,12.7167491,78.8825655
