village,latitude,longitude
Mogha,17.460934,77.2285063
Gundagurti,17.2409359,77.0642895
Sangavi,17.2645418,77.0186513
Bennura,17.2533196,76.9988622
Koravara,17.3163712,77.0580342
Petha Sirura,17.2161925,76.9988102
Mughalanagaon,17.2384849,76.9505594
Bhopala Teganura,17.3857315,76.9189864
,17.3863771,76.9839401
,16.9960931,76.6423831
Halagadla,16.9409889,76.7353552
,16.8967955,76.6317189
Kallahangaraga,17.0248688,76.6424865
Wastari,16.9396215,76.5816212
,16.8951489,76.7448877
,16.8595097,76.7034047
Khanadala,17.2466471,76.8429462
Kachapura,16.8138662,76.4971439
Konasirasigi,16.9062828,76.5280146
,16.9337864,76.4940602
Ainapura,16.806313,76.4769944
Sumbada,16.8378539,76.544155
,17.7231173,77.3139887
Bemalakheda,17.6665688,77.426113
Udamanalli,17.6287373,77.4265935
Chikka Lingadahalli,17.4377996,77.476396
Jamalapura,17.6094396,77.323641
Soma Lingadahalli,17.4111599,77.4766236
Tumakunta,17.5635059,77.3895226
Kerolli,17.3231987,77.3357845
Hasaragundagi,17.5428896,77.327051
Miriyana,17.3647207,77.4963807
,17.3894161,77.083967
,17.284084,77.2957217
Bhutapura,17.2799362,77.2918844
Balabatti,16.7885003,76.6257017
,18.2020022,77.1413953
Bachepalli,18.0818247,77.4201513
,18.0976097,77.4071397
Chikali,18.3904424,77.2544014
Dabaka,18.3728206,77.2842004
,18.0037221,77.4345333
Torana,18.2328196,77.2686943
Joladabaka,17.9580384,77.2603549
Siddeshwara,17.9895099,77.2635612
Hunaji,17.9239285,77.2874949
Kurabakhelagi,17.9723678,77.2013109
Alwai,18.1666151,76.9622254
Shivani,18.1423056,77.0875127
Kongali,18.0679502,76.9877983
Methimelakunda,18.1010672,77.1236861
Mehakara,18.0993414,77.0169734
Manikaeshvara,18.1613829,77.0397223
Kasaratugaon,18.1483482,77.0420817
Uchcha,17.991536,77.1121604
Bolegaon,18.1175103,77.0464271
Gorachincholi,18.0431732,77.1193062
Madakatti,17.9995379,77.1493569
,18.3874611,77.3270174
Hangaraga,18.3890987,77.3939182
,18.2722509,77.5220296
Kunchavaram,17.4860527,77.630103
,17.4884435,77.6685214
Chindanura,17.4749418,77.6003386
Salebiranalli,17.5517559,77.3700741
Jattura,17.2735459,77.4401829
,16.0482028,76.9524555
Aldala,16.0446608,76.9650058
Gauduru,16.2622249,76.6773542
Ballatagi,16.0850147,76.9559949
Madabhavi,16.8460654,75.8209347
Kanameshwara,16.8392633,76.4032285
Kondaguli,16.8418835,76.3767331
,16.9641984,76.4411867
Kadakola,16.8732191,76.4907033
Chambola,18.025699,77.5189041
Shahpura,17.8609835,77.5542001
,14.4059612,75.7275078
Medaka,16.9816377,77.4638843
Motakapalli,16.954795,77.3839272
Mailapura,16.7415578,77.2417896
Nagalapura,16.6926871,77.260882
Anapura,16.7495464,77.4140752
Kadechuru,16.5176682,77.3291665
Konkala,16.7368603,77.3814769
Nazrapura,16.8310194,77.4049588
Kalebelagundi,16.6566489,77.313657
Yalheri,16.7285535,77.3299047
Belagundi,16.5531291,77.2184008
Malhara,16.6259966,77.1981151
Ajalapura,16.5889655,77.4237762
Badiyala,16.4913793,77.2744709
Madhawara,16.6462017,77.3387399
Maragutti,17.6201728,77.0567084
Bachanala,17.6237285,76.9965543
,17.4474578,77.2552735
Asundi,15.1120545,77.0338831
Bobbakunte,15.0889368,76.9610553
Halakundi,15.0833227,76.8858731
Ibrahimpura,15.0830301,76.9785797
Mincheri,15.0580515,76.9112789
Bannikodu,14.4425865,75.8084817
Salakatte,14.4191017,75.8490044
Shamsipura,14.4625057,75.8109776
Airani,14.6076899,75.8000811
Gudaguru,14.7146743,75.6509782
Medleri,14.6694071,75.7339825
,14.6388844,75.7579641
Honnatti,14.7458126,75.6398067
Antaravalli,14.5275554,75.6276216
Belura,14.719909,75.7548567
Hanumapura,14.7530013,75.6099847
Kajjari,14.66936,75.5748263
Rahutanakatti,14.6287234,75.7034476
Kattebennuru,14.9042532,75.749121
Kuruvatti,14.7853684,75.702352
Mailara,14.8081878,75.6904099
,14.9361027,75.7302971
,14.9268426,75.7860508
Hyarada,14.8200397,75.7791925
Sovenahalli,14.9185372,76.4934179
Bachigondanahalli,15.1421076,76.1809101
,15.210711,76.1826179
,15.1296149,76.2229894
Bennekallu,14.9616798,76.2532616
Varalahalli,14.9823762,76.2311852
Malkanakoppa,15.1628802,75.03993
Gojanur,15.1882684,75.4994189
Hiregunjala,15.2395612,75.4026116
Hire Mugaduru,14.8915651,75.4487224
Hiremaralihalli,14.923179,75.4851498
Kalivala,14.9820223,75.4977341
Konanatambigi,14.9069033,75.4861219
Krushnapura,14.9624125,75.4613288
Ichchangi,14.9633255,75.5439374
Javagal,13.3009846,76.0573673
,15.0477691,76.9845883
Handihalu,15.329385,76.992874
Karekallu,15.1994779,77.1145481
Rupanagudi,15.0473556,77.0633423
Chellagurki,15.1210866,77.1337634
Erragudi,15.2725617,77.0935948
Kuntanahalu,15.0773744,77.059987
Sindavala,15.3214423,77.073215
,15.1728234,77.1544551
Ubbalagundi,15.0492374,76.6552136
Vittalapura,15.0732403,76.7456332
Gollalingammanahalli,14.9710688,76.6654526
Kurekuppa,15.2176985,76.6490698
Jalibenchi,15.2430361,76.9716867
Hosatti,15.6064758,74.8702274
Mugad,15.4418934,74.9097933
Shigihalli,15.6278408,74.8597083
Aravatagi,15.4486879,74.8193645
Rayapur,15.4075368,75.0688062
Sattur,15.4105056,75.0456504
Umachagi,15.3324572,75.3702628
Devagiri,14.8469118,75.3685677
Karajgi,14.8644481,75.4532225
Katenahalli,14.7779017,75.4966584
,14.9399274,75.3826062
Gandhipura,12.9712593,77.7549625
Chandapura,16.5309822,77.3648622
Nandepalli,16.6924271,77.3845658
Geddalamari,16.3270021,76.5085343
Jogundabhavi,16.2995221,76.3625156
Kamanatagi,16.3969781,76.5196119
Aldala,16.4619494,76.7055919
Bandoli,16.3471144,76.5986683
Gulabala,16.4321839,76.4498657
Konhala,16.4613941,76.6628984
,16.4943209,76.670539
,16.3730987,76.39035
Mailasandra,12.915939,77.4932278
Hagaratagi,16.3987558,76.3686026
Nandagaon,17.7858308,77.1951876
Koyiluru,16.7174983,77.1742313
Warkanalli,16.7484344,77.1910672
Aikura,16.5699547,76.9927757
Arakera Buzurg,16.8456507,77.0230768
Tumakura,16.5120019,77.0874085
Tumakura,16.7685549,77.0748205
,16.903733,77.0657651
,16.4309769,77.2364028
Udagi,17.1434048,77.2173954
Kumbena Agrahara,13.0017965,77.7473882
Sadaramangala,12.9989026,77.7375086
Kannamangala,13.027721,77.7702625
Seegehalli,13.011939,77.7650922
Arabaila,14.8444314,74.6451805
Bannikallu,15.0768862,76.060772
,15.0842108,75.980779
Mannera Masalvada,14.9193604,75.9014004
Nandihalli,14.989723,75.995022
Sonna,15.0182758,76.108485
Hagaranuru,14.9464056,75.8566839
,17.7510911,77.5547568
Khashampura,17.8300289,77.4572136
Mannahalli,17.7680522,77.5043484
Korekala,18.1874949,77.3412202
Ekamba,17.7431992,76.7370022
Dommasandra,12.8777098,77.7534769
Kallura,17.7117224,77.0923984
Naranala,17.5068606,77.2620795
Valepura,12.9562248,77.766079
Valepura Dinne,12.9512374,77.7701131
Ajgondahalli,12.9607526,77.7709488
Harohalli,12.9575957,77.7861636
Bavalagaon,18.4252446,77.3557377
Horanadu,13.2765976,75.3452403
Budanura,16.6650409,76.6533968
Ganganala,16.6360571,76.7488052
Hemanuru,16.5070583,76.851973
Hosakeri,16.6631541,76.7178706
Chinchodi,16.3930313,76.7279053
Hanchinala,16.607393,76.9829007
Hayyala B,16.5637132,76.958067
Vanadurga,16.6339041,76.6990342
Kandagera,16.6917416,76.6550567
Halagera,16.7240673,77.2279335
Baratagi,16.9149062,75.7639648
Inganala,16.9173144,75.7900977
Siddapura,16.9573923,75.6734034
Jajanamugali,17.8778404,76.7532529
Ramatirtha,17.8750549,76.8256063
Talaboga,17.8781376,76.8986669
Dhannuru,17.683834,77.0484741
Gorta,17.9598747,77.0749313
Kherda,17.7024634,77.0117362
Sadalapura,17.7389301,77.0494938
Togalur,17.9742126,77.0513379
Basantapura,17.9786916,77.595284
Chikali,18.1494354,77.5651556
Hamilapura,17.9349078,77.5386433
Jambagi,18.1058754,77.5706319
Nandagaon,17.9510639,77.580693
Shembelli,18.128515,77.4669327
Gaddikeri,15.0607748,76.0928389
Halavagalu,14.7082947,75.7753934
Arasanalu,14.7493525,75.8278969
Chirastahalli,14.6944098,75.9046463
Dadapura,14.7017543,75.8887295
Matturu,14.6970067,75.8217804
Nitturu,14.6843889,75.7859674
Tavaragundi,14.6999064,75.7485222
Chikkatirupati,12.8955112,77.8669265
Kalkunte Agrahara,12.932418,77.8408056
Chaudapura,14.8172299,76.3839916
,14.7219461,76.4178559
Jaramali,14.8251092,76.4659722
Nimbalageri,14.6984975,76.3577406
Suladahalli,14.7588465,76.3961757
Ujjini,14.7225695,76.2869638
Nidagurti,15.0183038,76.4293978
Elubenchi,15.2534924,76.731126
Nagondanahalli,12.97516,77.7703403
Thimmanahalli,12.9626347,77.7770775
Lalitadripura,12.2759362,76.6995675
Ribbanapalli,17.0600489,77.4765744
Beguru,11.9343936,76.670242
Hediyala,11.9412405,76.4897941
Saraguru,11.9976857,76.3972662
Chikalparvi,15.8968696,77.0566349
Dastikoppa,15.1990861,74.9869581
Tarihala,15.3561001,75.0362345
Kattaya,12.8967155,76.0644911
Kabbura,16.3479062,74.7280818
Dandiganahalli,12.9688166,76.2823302
Salagame,13.0833982,76.0884886
Gaddige,12.1891771,76.3734451
Nandibevuru,14.9070445,76.0512958
Hulikal,13.7367733,75.0275158
Alduru,13.2437104,75.650144
Ganeshagudi,15.2815822,74.5335693
Bidaraguppe,12.8060574,77.7862873
Donnehalli,14.4904564,76.4060086
Hulikere,12.9808871,76.4734284
Halkurike,13.3707065,76.4804335
Khajisonnenahalli,13.0340422,77.7696385
Kargal,14.1890027,74.8145523
Chandragutti,14.4313105,74.9565485
Panambur,12.9535736,74.8031577
Haleyangadi,13.0445586,74.7957447
Chikkeruru,14.5243579,75.3062998
Bommagondanakere,14.591442,76.6750336
Bagali,14.8439694,75.9825371
Kongana Hosuru,14.8736132,76.059448
Kulahalli,14.8553425,75.9703545
Kondajji,14.5688705,75.8718161
Mahajanadahalli,14.9211091,76.0604112
Mattihalli,14.75365,76.1427235
Sasvihalli,14.7315644,76.1259127
Duggavati,14.6205483,75.857328
Gundagatti,14.6856464,75.9421247
,14.5574056,75.8064476
Sovenahalli,15.1293487,75.9402862
Kenjar,12.9512486,74.8670937
Bennihalli,14.792588,76.1146737
Kalapura,14.7415507,76.2642185
Nichhavvanahalli,14.7000466,76.044203
Tulahalli,14.6913578,76.2312726
Kadabageri,14.7138888,76.0871156
Hanumanahalli,14.6953808,76.2073417
Chiribi,14.8116248,76.3071686
Manipura,13.2939497,74.7685311
Athradi,13.3516245,74.8270124
Gaudagondanahalli,14.6141074,76.3212449
Sokke,14.6825742,76.2542283
Yaralakatti,14.6691204,76.2455658
Gurusiddapura,14.6626496,76.1956319
Ambali,14.9034841,76.1770955
Asagodu,14.5593909,76.150152
Devikere,14.499756,76.2314646
Diddige,14.5894501,76.1738485
,14.4562756,76.1389787
Pallagatte,14.5713065,76.1951435
Gadigudal‌,14.6050062,76.1272089
Gajapura,14.8379896,76.1629289
,14.4309023,76.3016858
,14.4640213,76.2949893
Primary School,14.4499586,76.3561701
Banavasi,14.5389738,75.0129845
Masur,14.3710908,75.4566727
Ramapura,12.0023962,77.3954334
Kaudalli,12.0660552,77.4433455
Male Mahadeswara Betta,12.0333126,77.5892977
Baburayana Koppalu,12.4283735,76.7025189
Areangadi,14.328029,74.4911032
Chandavara,14.3999516,74.4811897
Kadatoka,14.3731345,74.4558671
Kirugavalu,12.3737705,76.9486653
Kupparavalli,12.1495045,76.7853024
Sutturu,12.1669883,76.7969968
Vanaguru,12.7305304,75.7459106
Jalsuru,12.5943885,75.33384
Jaddigadde,14.3686667,74.4619555
Santeguli,14.3185969,74.4809455
Masti,12.8718538,77.9981967
Khadakalata,16.4485076,74.4688755
Ammanagi,16.2920937,74.5536444
Kesti,16.3186067,74.5086552
Alura,16.3140152,74.4873977
Jugula,16.6231572,74.6875364
Kempewada,16.7586063,74.895883
Shinde,16.7057558,74.9784798
Khilegaon,16.9313156,74.9712269
Shirura,16.9062108,74.9878254
Hetturu,12.7954397,75.787139
Nandikurali,16.4956929,74.7036212
Salamawadi,16.0672003,74.4039755
,16.0680436,74.4429267
Asu,15.3774199,74.4611041
Aveda,15.2988954,74.5363892
Kamara,15.3744631,74.4130175
Maluganahalli,12.6573915,76.2590671
Shirva,13.2188349,74.8223298
Sankanahalli,12.7821705,76.2087913
Bikanahalli,12.89809,76.1104386
Sattigarahalli Koppalu,12.8527081,76.1123054
Siguru,12.8601286,76.1198062
Paduvalahippe,12.8185587,76.1703701
Hanumanahalli,12.8390629,76.1538689
Hyarane,12.9105192,76.09861
Mosale Hosahalli,12.8948535,76.1605758
Karle,12.8407468,76.1177932
Channangihalli,12.8807708,76.1039476
Ankapura,12.8665105,76.1182376
Chikkagangavadi,12.8008691,77.187428
Doddagangavadi,12.7894253,77.1968931
Virupasandra,12.8101303,77.1595071
Akkuru,12.8175414,77.1730485
Bettadasatenahalli,12.8295752,76.2292486
Marenahalli,12.8985131,76.3788397
Hampanahalli,12.8927506,76.3553768
Kallenahalli,12.8954164,76.3395722
Gundya,12.8276359,75.5709467
Lalandevanahalli,12.4299515,76.4249552
Sagarakatte,12.4251689,76.4805383
Vaddarahalli,12.4274631,76.4508513
Marchahalli,12.4267096,76.4419293
S Hemmanahalli,12.4166282,76.4846901
Gungralchatra,12.392004,76.5068344
Mulepetlu,12.4215119,76.4572457
Chattra Koppalu,12.3985647,76.501985
Kaggare,12.4398837,76.4338565
Basavarajapura,12.429748,76.415643
Narayanapura,12.4443075,76.4205825
Lalanahalli,12.4347413,76.4037191
Kamenahalli,12.4551398,76.4282775
Kaggere,12.4637721,76.4157527
Mudalakoppalu,12.4498596,76.3965695
Gandhanahalli,12.5302857,76.3585874
Mirle,12.5406121,76.3241049
Natanahalli,12.5526574,76.3060135
Ankanahalli,12.5634001,76.2957378
Gandhanahalli Koppalu,12.5271227,76.349661
Hampapura,12.4908643,76.3982165
Baluru,12.5063247,76.3684655
Manchanahalli,12.5002287,76.3951051
Halekote,12.8470288,76.1767126
Kyathanahalli,12.8464495,76.1902911
Vaddarahalli,12.8599627,76.2947917
Sigaranahalli,12.8607775,76.228958
Kumchakoppalu,12.8691972,76.2578019
Hadavanahalli,12.8469293,76.2877292
Haradanahalli,12.8526162,76.1980116
Doddakunche,12.8652443,76.2669123
Hariharapura,12.8634552,76.2401589
Kodihalli,12.8688319,76.2904777
Gurugadahalli,13.2319486,76.3964076
Shivara,13.2147635,76.3889171
Bennenahalli,13.2322744,76.4130832
Budnahatti,14.3674556,76.6549974
Durgavara,14.3501501,76.6938751
Gauripura,14.4628028,76.5916979
Neralagunte,14.4061873,76.6013235
Ramajogihalli,14.2902758,76.5461369
Ullarthi,14.3976639,76.7390984
Asnoti,14.88065,74.1652081
Chendiya,14.7725173,74.1881426
Hanakona,14.8893306,74.1912791
Kerawadi,14.8864082,74.2584075
Mallapura,14.899648,74.3177809
,14.8983242,74.1323972
Majali,14.8955517,74.1076907
Alura,15.2793653,74.6831706
Janaga,15.2399899,74.8351601
Kanchanalli,15.3293339,74.8009071
Belavatagi,15.2523311,74.8598127
Hatyala,17.7227724,76.8944241
Kudaligi,15.2097661,74.879744
Gundibail,14.2953702,74.5293757
Karki,14.3149848,74.4268945
Unchagi,14.3974673,74.4329586
Bisalakoppa,14.7081435,74.9347611
Malagi,14.7462676,75.009197
Belagalapete,14.8277538,75.2042204
Bammanahalli,14.8866945,75.135853
Hirura,14.7237922,75.1014127
Mantagi,14.7336815,75.0530489
Aduru,14.7760545,75.250823
Naregalla,14.8282156,75.2799176
Nagarahalli,15.3361726,75.2693765
Mantur,15.3486817,75.2645061
Gokul,15.3496233,75.0813826
Heggarani,14.4407974,74.7381611
Unchalli,14.4219348,74.7421162
Harsikatta,14.4312204,74.819366
Aigoda,14.3918858,74.9385039
Vandane,14.356855,74.7240151
Kaneri,15.0830835,74.5167652
Kaiga,14.8541659,74.4458469
Mattanavile,12.929093,76.5099679
Bananakere,12.9753855,76.495131
Chinnenahalli,12.9708039,76.5052338
M Honnenahalli,12.9520332,76.497458
Dodderi,12.9500685,76.5128861
Gullehalli,12.9118794,76.5071998
Venkataiahana Chatra,11.8571368,76.9612363
Harigi,14.422539,75.1819797
Tatturu,14.4975459,75.2021612
Manakawad,15.4059804,75.3357388
Ballarawad,15.4523133,75.3288724
Farangipete,12.8733193,74.9570182
Rachenahalli,12.8628843,76.4711677
Aruvanahalli,12.8290623,76.5085969
Yaduru,16.5741115,74.6648013
Yadavani,12.8164943,76.9444153
Korodi,13.7049661,75.2485506
Makkimane,13.7070455,75.2478103
Kittanagadde,13.709125,75.2409975
Chitte Bailu,13.7186255,75.2434383
Hodla,13.7432063,75.2646492
Bharatipura,13.7059401,75.2677616
Tuduki,13.6970699,75.2562864
Badanehitlu,13.6987794,75.2524348
Melige,13.6660298,75.2868444
Guddekoppa,13.7736279,75.2431038
Bannerughatta,12.813337,77.5789509
Belavanuru,14.3898071,75.9235808
Huvinamadu,14.2935535,75.9072956
Hunaseghatta,13.1692679,76.4827825
Sasalahally,13.1725163,76.4665939
Ganganaghatta,13.1627286,76.4603378
Huchchanahalli,13.1782105,76.4554588
Hosahalli,13.2262176,76.4719708
Rangapura,13.2093182,76.4621002
Hogavanaghatta,13.1935667,76.4570791
Dasihalli,13.182306,76.4611668
Chindenahally,13.1836013,76.3859577
Hedagarahalli,13.2269904,76.5041251
Jayapura,13.1932742,76.4908321
Aladahalli,13.2194914,76.494276
Biligere,13.306681,76.628582
Karadi,13.2830419,76.5536304
Kaarehalli,13.1275935,76.4644375
Mallenahalli,13.1717026,76.4543167
Dasarighatta,13.1831773,76.4404895
Kodihalli,13.1526583,76.4318178
Valagerahalli,13.1423877,76.4205853
Kembalu,13.1151383,76.3962094
Bairapura,13.1127297,76.4044039
Lakkihally,13.1118782,76.3778416
Ichanuru,13.236296,76.5235105
Yadur,13.6945554,75.0789097
Navule,13.9549729,75.575263
Kudumallige,13.7239394,75.2897461
Beguvalli,13.7190275,75.4006512
Muduba,13.7174954,75.4291255
Indavara,13.7047117,75.2503342
Kuntala Gudde,13.2920912,74.7928708
Kukkikatte,13.3207973,74.7717788
Megaravalli,13.6255406,75.1514401
Kai mara,13.6660351,75.1804187
Kallaiahna Palya,13.1962828,76.479046
Chikka Rangapura Bhovi Colony,13.2192619,76.4810201
Halepalya,13.2780919,76.4768527
Bajaguru,13.1501855,76.5151615
,13.126176,76.5424556
,13.1302509,76.5128011
Banasandra,13.2620642,76.6567899
Ammasandra,13.2646215,76.7146749
Kenkere,13.1758585,76.406614
Mudigere,13.0945355,76.2434928
Attavara,13.1019391,76.2438308
Kukkavada,14.3327119,75.884956
Kariganuru,14.3072581,75.8514693
Thimmenahally,14.3067596,75.8345948
Kattalagere,14.2959162,75.8326368
Shiramagondana Halli,14.4187097,75.9153168
Mahadevipura Camp,14.3942066,75.9020989
Tuduru,13.7140367,75.3782517
Balgar,13.713434,75.2806839
Kuntapalanahalli,14.353846,75.9263085
Hosuru - Devarahonnali,14.2450577,75.6892226
Devara Honnali,14.2329946,75.6837939
Basavapattana,14.199462,75.8134105
Harosagara,14.2179751,75.8113935
Kotehal,14.2246312,75.8103636
Marabanahalli,14.2321189,75.8090332
Yalodahalli,14.2233416,75.7780054
Neralagundi,14.2555778,75.7586088
Nelahonne,14.2690135,75.7998922
Kathalagere Camp,14.269792,75.8188133
Thimlapura,14.2905568,75.740669
Yarehalli,14.3172214,75.7721575
Kaidaale,14.3436253,75.9057326
Giriyapura,14.3233727,75.9041888
Gonivada,14.3036149,75.9040907
Kariganuru Cross,14.3120149,75.8791998
Mathi,14.2856494,75.8858946
Nalkudure,14.2384002,75.9072664
Miyapura,14.2592809,75.8964517
Doddaghatta,14.2177671,75.8820322
Chiradoni,14.2150215,75.8404043
Sangahalli,14.2316614,75.8343103
Karekatte,14.1963401,75.8962279
Kanivebilachi,14.1822372,75.8483007
Kamsagara,14.1969576,75.8408577
Aluru,14.1856304,75.9196671
Kashipura,14.1709198,75.9132746
Kashipura Camp,14.1756632,75.8961942
Kogaluru,14.1982228,75.9531781
Gollarahalli,14.1751639,75.9722402
Chennapura,14.1483267,75.9488079
Somalapura,14.1523612,75.9185102
Kerebilachi,14.1488349,75.9012887
Hosuru,14.1581869,75.8943918
Sulekere,14.1443714,75.8799722
Sevanagara,14.1372136,75.8713892
Arashinaghatta,14.1128256,75.8795002
Ittige,14.1096624,75.8991983
Nalluru,14.0882684,75.8779981
Hire Malali,14.0492213,75.8573988
Melanayakana Katte,14.0580054,75.8505752
Mudigere,14.0398123,75.8919027
Maadalu,14.030403,75.8558538
Ajjihalli,14.0186696,75.9016874
Lakshmisagara,14.0089852,75.9234505
Rajagundanahalli,13.988431,75.9572199
Thippagondanahalli,13.9900134,75.9468344
Machanayakanahalli,14.013153,75.9428218
Pandomatti,13.9662761,75.9765318
Vaddanahalu,13.9891806,76.0032251
Goppenahalli,13.9617433,76.0146405
Gollarahatti,13.9535568,75.9977534
Maravanji,13.9465018,75.9745113
Javuru,13.7882097,75.9979894
Kanabagatte,13.8062142,76.0057142
Banakanakatte,13.780624,76.0313776
Naranapura,13.7811242,76.0138681
Hire Kanavangala,13.7884556,75.9872649
Gejjegondanahalli,13.7586159,75.9924104
Hebburu,13.7441928,76.0138681
Baggavalli,13.6937259,75.9738603
Gondedahalli,13.7095905,75.9758451
Channapura,13.6954966,76.0003752
Shaanuboganahalli,13.7017522,75.9491839
Sokke,13.7152853,75.9630149
Vaderahalli,13.6885764,75.9570482
Dodda Bokikere,13.6962902,75.9318569
Sanna Bokikere,13.6825304,75.9350326
Kudluru,13.6593038,75.9506109
Koratigere,13.6495454,75.9577348
Agaradalli Camp,14.0088413,75.797488
Agaradahalli,14.0153369,75.7896774
Tadasa,14.0248718,75.7830255
Garakimata,13.520215,74.764282
Ranjadakatte,13.6760731,75.2088942
Kammaradi,13.5837969,75.2127483
Begar,13.5006567,75.2015973
Mavina Katte,13.5080502,75.2215444
Doddina Mane,13.6619837,75.1284626
Melinakuruvalli,13.6741758,75.2526864
Buklapura,13.6780954,75.2610817
Katte Haklu,13.6401688,75.3364491
Mrugavadhe,13.6519388,75.3895327
Surani,13.7246417,75.2218732
,13.7244422,75.2214854
Araga Gate,13.7408813,75.2071511
Araga,13.7501807,75.2007964
Horani,13.7051157,75.2258536
Bejjavalli,13.7354652,75.3288021
Hiresara,13.7494003,75.2170157
Chiluru,14.1050167,75.6854422
Kadadakatte,14.1217687,75.6740268
Bagevadi,14.1090723,75.6963374
Kotehal,14.127179,75.7041963
Hosahalli,14.127179,75.716513
Bairanahalli,14.1372587,75.773442
Nalur,13.5934901,75.1351413
Huruli,13.6114887,75.1059856
Shunti Haklu,13.6135012,75.0868669
Vadegadde,13.608934,75.1122942
Kalapanahalli,14.4210566,75.9800561
Honnuru Gollarahatti,14.409959,75.9901412
Haluvarti,14.3949447,76.0829124
Yemmehatti,14.365459,76.157554
Amti,13.6205291,75.2743702
Belagarahalli,13.222583,76.5084221
Jabaghatta,13.1310729,76.4804413
Haai Hole,13.8923509,75.4804208
Thumbe,12.8696015,74.9875769
Benjana Padavu,12.9030424,74.9874346
Polali,12.9329153,74.9556474
Gurupura,12.9382816,74.9279894
Kaikamba,12.9638274,74.9329371
Siddakatte,12.9949538,75.0541172
Loretto,12.9215187,75.0351271
Kalpane,12.9078901,74.9924264
Idenahalli,13.2684856,76.4864731
Anathi,13.1391374,76.4341592
Nagara Navile,13.0977755,76.4442163
Baguru,13.012094,76.3839483
Santhe Shivara,13.0686401,76.4831042
Maaruguru,13.0509355,76.4978027
Vittasandra,12.8533901,77.6383481
Mandarthi,13.496454,74.8119766
Kurady,13.461363,74.7898951
Santhe Katte,13.4497434,74.9241574
Padematha,13.4557124,74.8769066
Suralu,13.44564,74.8524753
Dandina Shivara,13.2531027,76.7097613
Arakere,13.2459527,76.7059547
Sampige,13.249502,76.7849803
Yalladabagi,13.2827092,76.8026185
Marashettihalli,13.308894,76.8110462
Gunguramale,13.0962724,76.5361571
Kempanakatte,13.0815586,76.5349555
Sannenahalli,13.0874108,76.5069747
Venkatapura,13.1170579,76.5087475
Kamparahalli,13.1137147,76.4950754
Kasavanahalli,13.1210998,76.5494394
Halasina Halli,13.7135649,75.2451146
Moolemane,13.1688335,75.4595544
Naganuru,14.4175969,75.9011976
Nitturu,14.3685813,75.7760154
Sanklipura,14.3527613,75.8259197
Kadara Nayakana Halli,14.4198413,75.6920283
Kokkanuru,14.4328919,75.6657641
Jigali,14.3877936,75.7360594
Mittalakatte,14.4239157,75.8739091
Aarane Kallu - Taralabalu Nagara,14.388988,75.9054175
Chikka Togaleri,14.3426658,75.9828233
Ramagondanahalli,14.3084907,75.9944298
Kabburu,14.3099719,76.0247865
Dyamenahalli,14.294419,76.0005823
Bada,14.278865,76.0034147
Maradi,14.2512762,75.9926396
Tanigere,14.2338266,75.994177
Yakke Gondi,14.2243761,76.0401502
Medikere,14.2219152,76.0150357
Somanalu,14.1789448,75.9894243
Chikka Bennuru,14.1631333,75.9855619
Dandigenahalli,14.1948343,76.0654746
Andanuru,14.2251249,76.089417
Saasalu,14.1986661,76.1145654
Bharamanna Nayakana Durga,14.1849363,76.134049
Kallavva Nagathi Halli,14.1752833,76.1537901
Rangavvana Halli,14.1618849,76.1386838
Muttugaduru,14.2193009,76.117827
Huchchavvanahalli,14.2539931,76.1004034
Basavapura,14.2523293,76.0835805
Hindasagatte,14.2615631,76.0704485
Nalkunda,14.2516638,76.0531107
Kyatanahalli,14.2364397,76.0634103
Mayakonda,14.2888342,76.0823986
Tolahunase,14.4103868,75.9628415
Gopanalu,14.3289755,75.9646124
Hiretogaleri,14.3554599,75.9836736
Attigere,14.3227214,75.991125
Karunapura,13.6361143,75.1426369
Kalmane,13.6548697,75.1752317
Devangi,13.6302282,75.2827343
Harikandige,13.3534817,74.9207431
Kalpanahalli,14.4943403,75.9315336
Mellekatte,14.4909125,76.0482419
Shastrihalli,14.4425014,76.0482419
Ramapura,14.4802699,75.9722757
Siddanuru,14.419276,76.0383287
Yelebethuru,14.4886272,75.944773
Aluruhatti,14.4798183,76.0231364
Basapura,14.4697807,75.9431196
Tumbigere,14.4503143,76.0371697
Hulikatte,14.46328,76.099912
Basavanala,14.4745412,75.9796202
Maganahalli,14.5375498,75.9369481
Boragondanahalli,14.4652539,76.0041142
Lingadahalli,14.4506468,75.984298
Hallikere,14.6038583,75.9527982
Kanchikeri,14.6161505,75.9769166
Yaragunte,14.4855404,75.8983575
Avaragere,14.4476631,75.9483063
Kumbharvada,15.1273914,74.4051562
Bhagamandala,12.3857285,75.5290234
Talakaveri,12.3851618,75.4952765
Hebbarnakere,14.348037,74.4756146
Anugondanahalli,12.9582608,77.8145716
Anche Muskuru,12.9041387,77.8671
Ganagaluru,12.9102042,77.8528521
Medimallasandra,12.9523031,77.830108
Obalapura,12.9602076,77.8238638
Thathanuru,12.9155182,77.8248934
Arehalli,12.936474,77.8289489
Baguru,12.8966447,77.8416804
Thindlu,12.8633973,77.8071458
Thiruvaranga,12.9015666,77.8275756
Yattakodi,12.9206413,77.8544836
Mahal Chaudadenahalli,12.8727835,77.8080556
Mugaluru,12.8932221,77.821649
Mattanahalli,12.8718443,77.8298072
Byalahalli,12.9396109,77.8159456
Doddathimmasandra,12.8805661,77.8045516
